Grid,Year,Rx1day,Rx5day,R5mm,R10mm,R20mm,R50mm,CDD,CWD,R95p,R99p,SDII
87,2017,95.3753468968631,246.060656770175,98,69,30,3,28,10,163.779839259026,0,15.719655524218
87,2018,74.9166438733798,188.054150335966,93,57,26,2,29,14,74.9166438733798,0,13.428594028712
87,2019,139.422528856146,481.58984754352,70,46,27,9,58,7,830.20266525726,519.55102878632,19.7039423788496
87,2020,106.930911120812,242.050469473766,97,65,28,8,27,8,528.447520774964,0,15.5332484070729
87,2021,83.5585880522202,243.997433096407,104,72,35,11,17,14,437.731466554567,0,16.4243648206637
87,2022,85.9666886753464,221.632250306146,100,68,35,7,28,9,220.95971874437,0,17.9551008152541
87,2023,96.9082949089939,218.062407273644,96,80,52,5,26,12,280.459339868849,0,21.5088095699868
87,2024,133.496338021529,362.911874005448,84,45,25,12,29,12,653.170389629582,133.496338021529,17.4287430340824
88,1981,90.5949866835695,178.809591454589,62,41,16,3,45,7,166.410065148907,0,14.0818605860281
88,1982,101.641899407792,261.219103508023,39,32,18,11,48,7,749.009251510218,0,22.1672999379085
88,1983,156.365380890409,464.453082970993,43,31,21,10,66,6,685.600461718261,389.382045345453,27.0219249501514
88,1984,193.974731513782,326.994742169558,94,68,38,8,43,9,474.814244376206,319.248578146416,20.8583650220267
88,1985,86.3659742485994,235.270137447387,59,42,27,6,34,5,172.731948497199,0,18.5313251613995
88,1986,168.826236103274,207.248223585967,49,34,14,5,45,7,233.355605290031,168.826236103274,18.0557515920411
88,1987,79.6352228159186,192.697847430875,48,34,18,6,47,8,224.80888754099,0,15.9332679409053
88,1988,144.894551499418,265.788895126096,58,32,12,3,29,14,210.572258069405,144.894551499418,12.3217386160911
88,1989,76.6064226487071,173.020598821275,44,31,11,5,46,4,76.6064226487071,0,16.0883391825943
88,1990,149.946662050736,243.218573169104,49,35,17,8,42,4,565.794677710941,288.136725928835,21.9449360889829
88,1991,114.579194162962,274.990074298686,48,35,19,5,37,4,438.73350335354,114.579194162962,20.0254283436456
88,1992,129.353935068286,369.201381304155,57,38,20,9,87,6,602.196802097953,129.353935068286,20.1726454149203
88,1993,234.603969461016,531.219788275123,56,45,25,10,36,7,839.714073856414,438.045054445591,24.806123034013
88,1994,198.608377542452,497.547502841363,48,35,22,11,31,4,1040.03988510454,331.013970482731,28.9778745946653
88,1995,256.235226647191,298.941093007869,55,43,22,4,48,6,428.068654909838,256.235226647191,21.0527465179289
88,1996,124.527885555748,316.061456330077,60,38,20,5,56,8,353.050440419404,124.527885555748,18.4517375338792
88,1997,93.5586863036302,277.501774081248,43,37,18,9,47,7,412.3919449387,0,21.8299834788625
88,1998,83.807032835894,257.032854919181,69,41,21,3,65,11,158.046674262436,0,13.9370060250569
88,1999,71.0163846171417,177.187366141997,76,49,28,6,37,7,198.267074981996,0,17.9881558618949
88,2000,200.58262575025,302.304441675416,75,50,26,4,28,6,421.410819080693,356.960551081965,16.4081475456099
88,2001,94.427438116113,229.777709885459,68,39,21,7,63,9,477.878777805789,0,15.7888059153095
88,2002,91.9974623423259,252.878712741941,73,53,31,7,62,15,159.372881616929,0,18.0456195755973
88,2003,134.2034950238,195.740123674815,73,43,21,4,46,8,289.192494354884,134.2034950238,13.9550782297137
88,2004,110.954954346565,285.312740765565,78,51,29,5,35,8,274.416459841138,110.954954346565,14.6949603928919
88,2005,126.825055216439,320.636675762938,74,45,27,8,35,10,462.959355699412,235.998698897596,17.2576482180208
88,2006,71.4472096276039,216.232721804993,67,48,26,6,37,7,71.4472096276039,0,17.8065569250326
