Grid,Year,Rx1day,Rx5day,R5mm,R10mm,R20mm,R50mm,CDD,CWD,R95p,R99p,SDII
103,1991,117.412371895939,152.403358597736,74,55,21,5,25,5,469.737381871324,117.412371895939,19.1540231124794
103,1992,105.024687498823,244.213182034249,83,56,25,5,23,7,518.599686863659,294.992541012201,18.5909177664763
103,1993,91.0696085611071,219.798058711011,92,67,34,7,26,7,620.759468387649,413.655954255865,20.9379966431569
103,1994,101.959222343022,237.412931173603,86,64,37,8,22,7,586.396777318247,101.959222343022,22.2215986726008
103,1995,74.5850205435396,160.561867850938,96,59,36,4,33,14,425.06142973115,74.5850205435396,17.9011462720889
103,1996,124.179064382696,294.278729586325,89,59,31,7,36,7,666.384368377437,401.951779870876,19.531497267231
103,1997,87.4993238856674,239.710490507731,97,71,40,4,23,9,343.466097468516,87.4993238856674,19.5177632866002
103,1998,69.3039516830317,166.793685820549,98,60,26,3,41,11,274.273332766619,0,15.6461601825107
103,1999,65.1467763863888,186.538414372312,122,88,36,3,18,13,318.44812942065,0,16.5328099332998
103,2000,81.3708876210104,156.410543652372,116,65,28,7,30,11,514.298983335796,81.3708876210104,14.5899383586373
103,2001,83.3715377577105,184.479336108248,122,73,23,3,26,8,288.482091582054,83.3715377577105,12.9307122717042
103,2002,49.9672471813602,121.300024839554,117,73,27,0,21,23,49.9672471813602,0,13.1570802233983
103,2003,99.7813057693678,138.201002205629,111,70,29,5,25,12,434.964427772711,99.7813057693678,14.8625353301877
103,2004,78.7244838259853,176.317726686804,122,72,27,5,22,11,295.052693331866,78.7244838259853,14.2524628789658
103,2005,88.2293039338578,160.484744369998,114,75,35,3,31,13,356.534243675514,163.094406876432,15.7326692238769
103,2006,72.9775218467292,209.081190992354,133,81,40,3,20,34,180.237872836597,0,13.5959930945611
103,2007,137.063008701121,280.09503201945,118,72,31,4,28,16,368.151855430577,137.063008701121,14.1309033726089
103,2008,66.3079567778786,172.8743136922,117,74,32,2,22,9,171.259275264781,0,15.093888625919
103,2009,69.5054807694627,158.874092572394,126,82,33,2,18,12,175.329899503936,0,13.9299870753495
103,2010,71.5713751891536,219.171133216882,136,95,33,4,28,17,332.563851992667,0,14.9997514020726
103,2011,61.1683069785203,225.322179068343,153,106,35,4,15,18,415.167803416768,0,14.9620734341568
103,2012,85.5641489560651,248.728614925492,109,68,32,3,18,22,328.584227974353,85.5641489560651,15.06035714531
103,2013,77.4643593557692,182.317170580583,137,69,27,2,25,10,223.538945723755,77.4643593557692,12.6760893334515
103,2014,67.7411910511246,250.374959207827,131,78,33,2,30,12,261.771594057165,0,14.6688085139561
103,2015,46.4438404729289,135.179124358403,138,80,22,0,24,29,91.6951408023624,0,11.7095448081341
103,2016,67.7351869738982,234.377688472617,85,44,22,2,20,18,208.976989505811,0,12.1344464439497
103,2017,62.0075919884806,207.959368087665,118,74,30,5,19,22,380.966341040524,0,13.2998726284818
103,2018,53.8755728166622,135.28051815972,137,69,20,1,11,25,53.8755728166622,0,10.8777325644103
103,2019,53.1139212769933,147.224521616087,126,80,37,1,18,13,99.324822888691,0,12.3437673341823
103,2020,42.0027570928449,115.672245679437,121,59,11,0,16,17,0,0,9.89086500127474
103,2021,54.1957632058452,157.960191552265,153,95,37,1,16,16,152.668611710061,0,14.2854196581205
103,2022,64.1069745201124,111.420880517682,120,64,27,2,24,11,162.030015245099,0,11.2802993207063
103,2023,70.8817302111921,183.979073515873,142,103,47,3,20,19,278.003395131137,0,16.1557552912593
